name,gender,probability
"Brewer, Robin",M,0.93
"Brewer, Robin N.",M,0.93
"Brewka, Gerhard",male,0.99
"Brewster, Stephen",M,0.99
"Brewster, Stephen A.",M,0.99
"Briales, Jesus",M,0.98
"Briand, Lionel",M,0.99
"Bridson, Robert",male,0.99
"Briggs, Ian",M,0.99
"Briggs, Pam",F,0.93
"Bright, Alon",male,0.96
"Brill, Markus",male,1
"Bringmann, Karl",male,0.98
"Brinkmann, Benjamin",male,0.99
"Briol, François-Xavier",male,1
"Brittain, Katie",F,0.98
"Brockschmidt, Marc",male,0.99
"Broder, Andrei",M,0.97
"Broderick, Tamara",female,0.98
"Brodowski, Lukasz",M,0.99
"Broeck, Marc Van Den",male,0.99
"Broll, Brian",M,0.99
"Bron, Marc",M,0.99
"Bronstein, Michael",male,0.99
"Bronstein, Michael M.",M,0.99
"Brooker, Phillip",M,0.99
"Brostow, Gabriel J.",M,0.98
"Brown, Barry",M,0.97
"Brown, Colin",M,0.98
"Brown, Erica Brown",F,0.99
"Brown, Matt",M,0.99
"Brown, Matthew",M,1
"Brown, Michael S.",M,0.99
"Brown, Neil C. C.",M,0.99
"Brown, Noam",male,0.94
"Brown, Tom",male,0.99
"Brox, Thomas",M,0.99
"Brubaker, Jed R.",M,0.95
"Bruce, Neil D. B.",M,0.99
"Bruckman, Amy S.",F,0.97
"Brückner, Guido",M,0.99
"Brühlmann, Florian",M,0.99
"Brunel, Victor-Emmanuel",male,1
"Brunskill, Emma",female,0.93
"Brunvand, Erik",M,0.99
"Brunvard, Erik",M,0.99
"Bruse, Florian",M,0.99
"Brutschy, Lucas",M,0.98
"Brutzkus, Alon",male,0.96
"Bubeck, Sebastien",M,0.99
"Bubeck, Sébastien",male,1
"Bucci, Paul",M,0.99
"Buch, Shyamal",M,0.97
"Buchanan, George R.",M,0.98
"Buchenau, Christoph",male,1
"Buchin, Kevin",M,0.99
"Budden, David",male,0.99
"Buesing, Lars",male,0.99
"Buffum, Philip",M,0.99
"Buhmann, Joachim M",male,0.99
"Buhmann, Joachim M.",male,0.99
"Bui, Hung H.",male,0.93
"Bui, Hung Hai",male,0.93
"Bui, Thang",male,0.93
"Bui, Trung",M,0.98
"Bujan, Alejandro",male,0.99
"Bulinski, Maximilian",M,1
"Bullek, Brooke",F,0.91
"Bulling, Andreas",M,0.99
"Bullins, Brian",M,0.99
"Bulò, Samuel Rota",male,0.99
"Bultan, Tevfik",M,0.97
"Bulygin, Denis",M,0.96
"Buman, Matthew",M,1
"Bun, Mark",male,0.99
"Bunel, Rudy",M,0.97
"Buntine, Wray",male,0.96
"Burd, Randall S.",male,0.99
"Burger, Christian",M,0.99
"Burgermaster, Marissa",F,0.97
"Burgess, Christopher",male,0.99
"Burleson, Winslow",M,0.97
"Burnett, Margaret",F,0.99
"Burrell, Jennifer O.",F,0.98
"Burrows, Susannah",F,0.97
"Busari, Saheed",M,0.99
"Buschek, Daniel",M,0.99
"Bush, Jeffrey",M,0.99
"Buskirk, Greg Van",male,0.99
"Butepage, Judith",F,0.98
"Butler-Yeoman, Tony",male,0.98
"Butler, Zack",M,0.98
"Buxton, Bill",M,0.97
"Byrd, Jonathon",male,1
"Byrne, Virginia",F,0.99
"Bzdok, Danilo",male,0.99
"Caballero, Jose",M,0.98
"Cabañas, José González",M,0.97
"Cabello, Sergio",M,0.99
"Cabon, Yohann",M,0.99
"Cabrera, Andres",male,0.98
"Cacheda, Fidel",M,0.93
"Cadeiras, Martin",male,0.98
"Cagan, Tomer",M,0.98
"Cai, Bryan",male,0.99
"Cai, Jianfei",M,0.96
"Cai, Jin-Yi",M,1
"Cai, Lianhong",female,1
"Cai, Rongjie",M,1
"Cai, Rui",M,0.98
"Cai, Weidong",male,0.96
"Cai, Zhaowei",M,1
"Caiafa, Cesar",male,0.98
"Cairo, Massimo",M,0.99
"Cakmak, Maya",F,0.95
"Calagari, Kiana",female,0.97
"Calandriello, Daniele",male,0.95
"Caldeira, Clara",F,0.98
"Calderon, Stéphane",male,0.99
"Calixto, Iacer",M,1
"Callet, Patrick Le",male,0.99
"Calmon, Flavio",male,0.99
"Caltenco, Hector",M,0.99
"Calude, Cristian",M,0.99
"Camacho-Collados, Jose",M,0.98
"Camacho, Alberto",male,0.99
"Camargo, Kasia",F,0.98
"Cambo, Scott A.",M,0.99
"Camp, Tracy",F,0.92
"Campbell, Jon",M,0.98
"Campbell, Murray",male,0.97
"Campbell, Neill D. F.",M,0.97
"Campbell, Nick",M,0.98
"Campbell, Trevor",M,0.99
"Campen, Marcel",male,0.99
"Campos, Cassio De",male,0.97
"Campos, José",M,0.97
"Camposeco, Federico",M,0.99
"Candau, Yves",M,0.98
"Candela, Ivan",M,0.99
"Candello, Heloisa",F,0.97
"Cani, Marie-Paule",female,0.98
"Canini, Kevin",male,0.99
"Canioni, Lionel",M,0.99
"Canneyt, Steven Van",M,0.99
"Cao, Bokai",M,1
"Cao, Jiannong",F,1
"Cao, Jiewei",male,1
"Cao, Juan",male,0.98
"Cao, Junjie",M,0.94
"Cao, Longbing",male,1
"Cao, Shaosheng",male,1
"Cao, Yingjun",M,0.93
"Cao, Yuanzhi",M,1
"Cao, Ziqiang",male,0.96
"Capadisli, Sarven",M,1
"Cappallo, Spencer",male,0.96
"Cappi, Juan",M,0.98
"Car, Josip",M,0.99
"Caragiannis, Ioannis",male,0.99
"Carbonell, Jaime",male,0.97
"Cardie, Claire",F,0.97
"Carella, Giuseppe Antonio",male,0.99
"Caridroit, Thomas",male,0.99
"Carin, Lawrence",male,0.98
"Carlier, Axel",male,0.98
"Carlson, David",male,0.99
"Carmel, David",M,0.99
"Carmon, Daniel",male,0.99
"Carmon, Yair",male,0.97
"Carneiro, Gustavo",male,0.98
"Caron, Francois",male,0.98
"Carpenter, Christopher J.",M,0.99
"Carr, Nathan",male,0.99
"Carr, Peter",M,0.99
"Carrascal, Juan Pablo",M,0.98
"Carratino, Luigi",male,0.99
"Carreira, Joao",M,0.98
"Carrière, Mathieu",male,0.99
"Carrillo, Alexia",F,0.97
"Carter, Adam",M,0.98
"Carter, Marcus",M,0.99
"Caruana, Rich",male,0.97
"Carulla, Mateo Rojas",male,0.98
"Carver, Jeffrey",M,0.99
"Carver, Jeffrey C.",M,0.99
"Casas, Dan",male,0.95
"Cashman, Thomas J.",M,0.99
"Caspi, Itai",male,0.91
"Cassell, Justine",female,0.95
"Castaldi, Peter J.",male,0.99
"Castelli, Nico",M,0.97
"Castellucci, Steven J.",M,0.99
"Castillo, Eduardo",M,0.99
"Castonguay, Philippe",male,0.99
"Castrejon, Lluis",M,0.99
"Castro, Yohann De",male,0.99
"Catete, Veronica",F,0.99
"Cattan, Elie",M,0.93
"Cauchard, Jessica R.",F,0.98
"Cavallari, Tommaso",M,0.99
"Cavallaro, Lorenzo",M,0.99
"Cavanna, Nicholas",M,0.99
"Cavazza, Jacopo",male,0.99
"Cavigelli, Lukas",male,0.99
"Cecchi, Fabio",male,0.99
"Cecchinato, Marta E.",F,0.98
"Celis, Elisa",female,0.99
"Celli, Fabio",male,0.99
"Ceri, Stefano",M,0.99
"Cetinkaya, Emine",F,0.97
"Cevallos, Alfonso",M,0.99
"Cevher, Volkan",male,0.97
"Ceylan, Duygu",F,0.96
"Ceylan, Ismail Ilkan",male,0.97
"Ceze, Luis",male,0.99
"Cha, Meeyoung",F,1
"Cha, Moonsu",male,0.92
"Chai, Joyce",F,0.96
"Chai, Tianyou",M,0.92
"Chaintreau, Augustin",M,0.98
"Chakareski, Jacob",male,0.99
"Chakrabarti, Deepayan",male,1
"Chakrabarty, Abhisek",M,1
"Chakraborty, Tusher",M,1
"Chalermsook, Parinya",M,0.91
"Chalk, Cameron",M,0.92
"Chamberlain, Alan",M,0.99
"Chamon, Luiz",male,0.98
"Chan, Antoni",M,0.97
"Chan, Gerry",M,0.93
"Chan, Guangyong Leonard",M,1
"Chan, Jonathan",M,0.99
"Chan, Jonathan H.",M,0.99
"Chan, Keith C.C.",M,0.98
"Chan, Kevin",male,0.99
"Chandan, Prateek",M,0.99
"Chandar, Sarath",M,0.97
"Chandra, Deepak",M,0.99
"Chandra, Priyank",M,0.99
"Chandraker, Manmohan",M,0.96
"Chandrasegaran, Senthil",M,0.99
"Chandrasekaran, Muthu Kumar",male,0.95
"Chandrasekaran, Muthukumaran",male,1
"Chandrasekharan, Eshwar",M,1
"Chandwani, Rajesh",M,0.99
"Chang, Christie",F,0.93
"Chang, Edward",male,0.99
"Chang, Edward Y.",male,0.99
"Chang, Emily J.",female,0.98
"Chang, Hyung Jin",M,0.95
"Chang, Joseph Chee",M,0.99
"Chang, Kai-Hung",male,1
"Chang, Kevin Chen-Chuan",male,0.99
"Chang, Ming-Wei",M,1
"Chang, Stephen",M,0.99
"Chang, Sung-En",female,1
"Chang, Victoria",F,0.98
"Chang, Walter",male,0.99
"Chang, Wei-Cheng",male,1
"Chantler, Mike J.",M,0.99
"Chapelle, Olivier",M,0.99
"Chaplot, Devendra Singh",male,0.99
"Chapuis, Olivier",M,0.99
"Charikar, Moses",M,0.98
"Charleer, Sven",M,0.99
"Charles, James",male,0.99
"Charlier, Benjamin",M,0.99
"Charlin, Laurent",male,0.99
"Charoenkitkarn, Vishuda",F,1
"Charon, Nicolas",M,0.99
"Charvillat, Vincent",male,0.99
"Chatterjee, Krishnendu",male,0.96
"Chatterjee, Shaunak",male,1
"Chatterji, Niladri",male,0.98
"Chatting, David",M,0.99
"Chattopadhyay, Arkadev",M,1
"Chattopadhyay, Eshan",M,0.96
"Chaturvedi, Snigdha",female,0.98
"Chatzakou, Despoina",F,0.99
"Chatziafratis, Vaggos",M,0.99
"Chatzigeorgiou, Xenophon",male,1
"Chaudhry, Aditya",male,0.98
"Chaudhuri, Arghya Roy",male,1
"Chaudhuri, Kamalika",female,1
"Chaudhuri, Siddhartha",M,0.97
"Chaudhury, Kunal N.",M,1
"Chawla, Nitesh V.",M,0.99
"Chawla, Shuchi",F,0.94
"Chayes, Jennifer",female,0.98
"Chebotar, Yevgen",male,0.98
"Chebrolu, Kameswari",F,1
"Chehreghani, Morteza Haghir",male,0.98
"Chekol, Melisachew Wudage",male,1
"Chen, Albert C.",M,0.98
"Chen, Anthony",male,0.99
"Chen, Baoquan",male,1
"Chen, Boyuan",M,1
"Chen, Bryant",male,0.98
"Chen, Can",M,0.95
"Chen, Chengpeng",male,1
"Chen, Danqi",M,1
"Chen, Desai",male,0.92
"Chen, Dong",M,0.92
"Chen, Enhong",male,1
"Chen, Frank",M,0.99
"Chen, Fuhai",male,1
"Chen, Fuxiang",M,1
"Chen, Gang",male,0.94
"Chen, Guangde",M,1
"Chen, Guangyong",male,1
"Chen, Guobin",male,1
"Chen, Hongxu",M,1
"Chen, Hsiang-Ting",F,1
"Chen, Huadong",M,1
"Chen, Hunyang",F,1
"Chen, Jay",M,0.91
"Chen, Jianbo",male,0.97
"Chen, Jianfei",male,0.96
"Chen, Junjie",M,0.94
"Chen, Junxiang",male,1
"Chen, Kai",M,0.93
"Chen, Kehai",male,1
"Chen, Kuan-Ta",male,1
"Chen, Kuan-Ting",M,1
"Chen, Leiting",M,1
"Chen, Liangzhe",male,1
"Chen, Long",M,0.93
"Chen, Mei-Hua",F,1
"Chen, Peixian",female,1
"Chen, Robert S",male,0.99
"Chen, Shangyu",male,1
"Chen, Shixing",M,1
"Chen, Shizhe",male,1
"Chen, Tanfang",male,1
"Chen, Tianlang",M,1
"Chen, Weitong",F,1
"Chen, Wen-Hao",M,1
"Chen, Wilson Ye",male,0.98
"Chen, Xiaohao",M,0.92
"Chen, Xiongtao",male,1
"Chen, Xiuli",F,1
"Chen, Yaowu",male,1
"Chen, Yi-Ling",female,1
"Chen, Yingke",male,1
"Chen, Yingying",female,0.98
"Chen, Yu-Hsin",F,1
"Chen, Yunpeng",male,1
"Chen, Zhehui",male,1
"Chen, Zhineng",M,1
"Chen, Zhourong",male,1
"Chen, Zihao",male,1
"Chen, Zikun",M,1
"Cheng, Alan",M,0.99
"Cheng, Harry H.",M,0.98
"Cheng, James",male,0.99
"Cheng, Justin",M,0.98
"Cheng, Nick",M,0.98
"Cheng, Qiang",male,0.96
"Cheon, Eunjeong",F,0.98
"Chepoi, Victor",M,0.99
"Cherapanamjeri, Yeshwanth",male,1
"Cherian, Anoop",M,0.99
"Chern, Albert",male,0.98
"Chertkov, Michael",male,0.99
"Chestnut, Stephen R.",M,0.99
"Chetty, Marshini",F,1
"Chevalier, Fanny",F,0.97
"Chevallier, Juliette",female,0.97
"Chevassus, Gaspard",M,0.97
"Chi, Eric",male,0.99
"Chiang, David",M,0.99
"Chiang, Wei-Fan",M,1
"Chickering, David M.",M,0.99
"Chien, Edward",male,0.99
"Chierichetti, Flavio",male,0.99
"Chignell, Mark",M,0.99
"Chinnakotla, Manoj Kumar",male,0.99
"Chiplunkar, Ashish",M,0.99
"Chistikov, Dmitry",M,1
"Chiticariu, Laura",F,0.98
"Chiu, Justin",male,0.98
"Chklovskii, Dmitri",male,1
"Chlipala, Adam",M,0.98
"Chmiela, Stefan",male,0.98
"Cho, Kyungeun",F,0.93
"Cho, Michael H.",male,0.99
"Cho, Minsik",male,1
"Cho, Minsu",male,0.91
"Chockley, Christopher",M,0.99
"Choi, Arthur",male,0.99
"Choi, Cyrus",male,0.98
"Choi, Hyun-Soo",male,0.95
"Choi, Iksoo",male,1
"Choi, Jonghyun",M,0.99
"Choi, Jongwon",M,0.99
"Choi, Jongwook",M,1
"Choi, Mina",F,0.91
"Choi, Sunghyun",male,0.95
"Choi, Wongun",M,1
"Choo, Jaegul",male,1
"Choromanska, Anna",female,0.98
"Choromanski, Krzysztof",male,1
"Chorowski, Jan",male,0.95
"Chou, Po-Wei",male,1
"Choudhary, Alok",male,0.99
"Choudhary, Ankit",M,0.99
"Choudhury, Monojit",M,1
"Choudhury, Sanjiban",male,1
"Chow, Scott",male,0.99
"Chowdhury, Sayak Ray",male,1
"Choy, Christopher B.",M,0.99
"Christakis, Maria",F,0.98
"Christensen, Helen",F,0.98
"Christiani, Tobias",M,1
"Christiano, Paul F",male,0.99
"Christin, Nicolas",M,0.99
"Christmas, William",M,0.99
"Christodoulou, George",M,0.98
"Christophe, Sidonie",female,0.98
"Christy, Andrew",M,0.99
"Chrzanowski, Mike",male,0.99
"Chu, Mengyu",female,1
"Chu, Shanbo",male,1
"Chu, Sharon Lynn",F,0.98
"Chu, Stephen",male,0.99
"Chuang, Ching-Yao",male,1
"Chuang, Lewis L.",M,0.98
"Chuang, Yung-Yu",M,1
"Chundury, Pramod",M,0.99
"Chung, Choongho",M,1
"Chung, Joon Son",M,0.91
"Churchill, Elizabeth F.",F,0.99
"Churchland, Anne",female,0.97
"Chute, Mahlon",M,1
"Chuzhoy, Julia",F,0.97
"Cibulka, Josef",M,0.98
"Çiçek, Ezgi",F,0.96
"Cila, Nazli",F,0.97
"Ciliberto, Carlo",male,0.99
"Cimatti, Alessandro",male,0.99
"Cimini, Matteo",M,0.99
"Ciosek, Kamil",male,0.99
"Cipolla, Roberto",M,0.99
"Cisse, Moustapha",male,0.98
"Cissé, Moustapha",male,0.98
"Ciurumelea, Adelina",F,0.98
"Claici, Sebastian",male,0.99
"Clark, James J.",M,0.99
"Clark, Ronald",male,0.99
"Clarke, Rachel",F,0.98
"Clarkson, Kenneth",M,0.98
"Clausel, Marianne",F,0.99
"Clear, Adrian K.",M,0.99
"Clegg, Benjamin",M,0.99
"Clegg, Tamara",F,0.98
"Cleland-Huang, Jane",F,0.97
"Clemens, Katerina",female,0.99
"Clough, Paul",M,0.99
"Clune, Jeff",M,0.99
"Co-Reyes, John",male,0.99
"Coady, Yvonne",F,0.98
"Coates, Adam",male,0.98
"Coblenz, Michael",M,0.99
"Cockayne, Jon",male,0.98
"Cockburn, Andy",M,0.92
"Coelho, Roberta",F,0.99
"Coffey, John",M,0.99
"Cohen-Addad, Vincent",male,0.99
"Cohen-Or, Daniel",male,0.99
"Cohen-Solal, Quentin",male,0.99
"Cohen-Steiner, David",male,0.99
"Cohen, Eldan",male,0.96
"Cohen, Gad",M,0.91
"Cohen, Gil",M,0.92
"Cohen, Johanne",female,0.93
"Cohen, Jonathan D",male,0.99
"Cohen, Joseph Paul",male,0.99
"Cohen, Michael B.",M,0.99
"Cohen, Michael F.",male,0.99
"Cohen, Sarel",M,0.94
"Cohen, Scott",male,0.99
"Cohen, Stephen",M,0.99
"Cohen, William",M,0.99
"Cohen, William W.",male,0.99
"Cohn, Anthony",male,0.99
"Cohn, Gabe",M,0.93
"Coja-Oghlan, Amin",M,0.97
"Colbran, Stephen",M,0.99
"Cole, Forrester",M,0.95
"Coleman, James",M,0.99
"Coley, Connor",male,0.99
"Collet, Alvaro",male,0.99
"Collier, Nigel",M,0.99
"Colmenarejo, Sergio Gómez",male,0.99
"Colnago, Jessica",F,0.98
"Colpaert, Pieter",M,0.99
"Comaniciu, Dorin",male,0.93
"Comber, Rob",M,0.98
"Combes, Richard",male,0.99
"Conitzer, Vincent",male,0.99
"Constable, William",male,0.99
"Constantinides, George A.",M,0.98
"Converse, Geoff",male,0.99
"Cook, Diane",female,0.97
"Cooper, Emily A.",female,0.98
"Cooper, Kendra",F,0.96
"Cooper, Seth",M,0.98
"Cooperstock, Jeremy R.",M,0.99
"Corander, Jukka",M,0.99
"Corbillon, Xavier",male,0.99
"Cordonnier, Guillaume",male,0.99
"Corley, Christopher",M,0.99
"Corman, Etienne",male,0.98
"Coros, Stelian",male,0.98
"Correa, Juan D.",male,0.98
"Correia, Nuno N.",M,0.99
"Correll, Michael",M,0.99
"Corsten, Christian",M,0.99
"Cortes, Corinna",female,0.97
"Costa, Daniel Alencar Da",M,0.99
"Costa, Rui",male,0.98
"Costea, Arthur Daniel",M,0.99
"Costeira, Joao P.",M,0.98
"Cota, Jozef",male,0.99
"Côté, Marc-Alexandre",male,1
"Cotin, Stephane",M,0.99
"Cotterell, Ryan",M,0.99
"Cottrell, Garrison W.",M,0.94
"Coull, Brent",male,0.99
"Coulton, Paul",M,0.99
"Courty, Nicolas",male,0.99
"Courville, Aaron",male,0.99
"Cousins, Ben",M,0.95
"Couso, Inés",female,0.91
"Cousot, Patrick",M,0.99
"Coventry, Lynne",F,0.98
"Cowley, Benjamin",male,0.99
"Cox, Anna L.",F,0.98
"Cozot, Rémi",male,0.93
"Crabtree, Andy",M,0.92
"Craig, Michelle",F,0.98
"Craig, Scotty",M,0.97
"Cramer, Emily S.",F,0.98
"Crammer, Yacov",male,1
"Crandall, David J.",M,0.99
"Crane, Keenan",male,0.95
"Crane, Matt",M,0.99
"Cranko, Zac",male,0.97
"Cranmer, Kyle",male,0.98
"Cranor, Lorrie Faith",F,0.92
"Cranshaw, Justin",M,0.98
"Crary, Karl",M,0.98
"Cremers, Daniel",M,0.99
"Crescenzi, Pierluigi",M,0.99
"Cresci, Stefano",M,0.99
"Creus, Javi",M,0.99
"Cristani, Marco",male,0.99
"Cristofaro, Emiliano De",M,0.99
"Crivellaro, Clara",F,0.98
"Cross, Jennifer",F,0.98
"Cruz, Rodrigo Santa",M,0.99
"Csar, Theresa",female,0.97
"Csizmadia, Andrew",M,0.99
"Cucchiara, Rita",F,0.98
"Cui, Shaobo",male,1
"Cui, Xiaodong",male,0.93
"Cui, Zhaopeng",male,1
"Cui, Zhiming",male,0.96
"Culbertson, Gabriel",M,0.98
"Culbertson, Heather",F,0.98
"Cummins, Nicholas",male,0.99
"Cunha, Tiago",M,0.99
"Cunningham, Andrew",M,0.99
"Curino, Carlo",M,0.99
"Curmi, Franco",M,0.99
"Cusumano-Towner, Marco",male,0.99
"Cutajar, Kurt",male,0.98
"Cutkosky, Ashok",male,0.99
"Cutrell, Ed",M,0.95
"Cutrell, Edward",M,0.99
"Cuturi, Marco",male,0.99
"Cygan, Marek",male,0.99
"Czarnecki, Wojciech",male,1
"Czarnecki, Wojciech Marian",male,1
"Czerwonka, Jacek",M,0.99
"D'Amorim, Marcelo",M,0.99
"D'Amour, Alexander",male,0.99
"D'Angelo, Sarah",F,0.98
"D'Antoni, Loris",M,0.97
"D'Aquin, Mathieu",M,0.99
"D'Aspremont, Alexandre",male,0.99
"D'Eramo, Carlo",male,0.99
"D'Oliveira, Rafael Lucas",M,0.99
"D’Antoni, Loris",M,0.97
"D’Eramo, Carlo",male,0.99
"Dabkowski, Piotr",male,1
"Dabney, Will",male,0.97
"Dachsbacher, Carsten",male,1
"Dachselt, Raimund",M,0.99
"Daehlmann, Bjoern",M,1
"Dagan, Yuval",M,0.93
"Dague, Philippe",male,0.99
"Dahl, George E.",male,0.98
"Dahlgaard, Søren",male,1
"Dahlgaard, Sren",M,0.99
"Dahlmeier, Daniel",male,0.99
"Dahlstedt, Palle",M,0.98
"Dahm, Erik",M,0.99
"Dai, Angela",F,0.99
"Dai, Guoxian",male,1
"Dai, Guozhong",M,1
"Dai, Hanjun",male,1
"Dai, Longquan",M,1
"Dai, Yuchao",M,1
"Dai, Zhenwen",male,1
"Dalmau, Victor",M,0.99
"Dalvi, Girish",M,0.99
"Damevski, Kostadin",M,1
"Damianou, Andreas",male,0.99
"Danelljan, Martin",M,0.98
"Danezis, George",male,0.98
"Daniel, Florian",M,0.99
"Daniels, Zachary",male,0.99
"Daniely, Amit",male,0.99
"Danihelka, Ivo",male,0.98
"Daniilidis, Kostas",M,0.99
"Dann, Christoph",male,1
"Dansereau, Donald G.",M,0.98
"Dantec, Christopher A. Le",M,0.99
"Daras, Petros",M,0.99
"Darrah, Charles",M,0.99
"Darrell, Trevor",M,0.99
"Darwiche, Adnan",male,0.97
"Das, Abir",F,0.92
"Das, Ankush",M,0.99
"Das, Sauvik",M,1
"Das, Srijita",F,1
"Das, Sukhendu",male,1
"Dasarathy, Gautam",male,0.99
"Dasgupta, Anirban",M,1
"Dasgupta, Aritra",M,0.97
"Dasgupta, Sanjoy",male,1
"Dasigi, Pradeep",M,0.99
"Daskalakis, Constantinos",male,0.99
"Datla, Vivek",male,0.99
"Datta, Subhajit",M,0.99
"Daud, Ali",M,0.95
"Daulton, Samuel",male,0.99
"Dauphin, Yann",male,0.98
"Dauphin, Yann N.",male,0.98
"David, Roee",M,1
"Davidow, Matthew",male,1
"Davidson, Ian",male,0.99
"Davidson, James",M,0.99
"Davidson, Neil",M,0.99
"Davidson, Patricia",F,0.98
"Davidson, Philip",M,0.99
"Davies, Mike E.",male,0.99
"Davies, Toby",male,0.95
"Davis, Anthony B.",M,0.99
"Davis, Jesse",male,0.91
"Davis, Katie",F,0.98
"Davis, Larry S.",M,0.97
"Davis, Richard C.",M,0.99
"Dawes, Robert",M,0.99
"Dawood, Hussain",M,0.98
"Dawson, Colin Reimer",male,0.98
"Dawson, Geraldine",female,0.98
"Daxberger, Erik A.",male,0.99
"Daxenberger, Johannes",M,0.99
"De, Gerard",M,0.98
"Dean, Jeff",male,0.99
"Debarba, Henrique Galvan",M,0.99
"Debelius, Justine",F,0.95
"Deber, Jonathan",M,0.99
"Debole, Michael",M,0.99
"Dechter, Rina",female,0.96
"Decker, Adrienne",F,0.97
"Deckers, Eva",F,0.98
"Decroos, Tom",male,0.99
"Degraen, Donald",M,0.98
"Degris, Thomas",male,0.99
"Deisenroth, Marc",male,0.99
"Dekel, Ofer",male,0.98
"Delbruck, Tobi",M,0.97
"Deleris, Yannick",M,0.96
"Deligkas, Argyrios",male,1
"Dell, Holger",M,0.99
"Deloatch, Robert",M,0.99
"Demaine, Erik",M,0.99
"Demaine, Erik D.",M,0.99
"Demaine, Martin",M,0.98
"Dematis, Ioannis",M,0.99
"Dembczyński, Krzysztof",male,1
"Demiris, Yiannis",M,0.99
"Demkova, Kamila",F,0.98
"Dempsey, Walter H.",male,0.99
"Demsky, Brian",M,0.99
"Denaro, Giovanni",M,0.99
"Denemark, David",M,0.99
"Deng, Hongbo",M,0.91
"Deng, Zhigang",M,1
"Dennis, Michael L.",male,0.99
"Denoyer, Ludovic",male,0.99
"Densmore, Melissa",F,0.99
"Denton, Emily",female,0.98
"Depping, Ansgar E.",M,0.99
"Derakhshan, Mahsa",female,0.98
"Derenzi, Brian",M,0.99
"Derezinski, Michal",male,0.99
"Derose, Tony",male,0.98
"Derpanis, Konstantinos G.",M,0.99
"Desai, Pratham",male,1
"Desbrun, Mathieu",male,0.99
"Deshmukh, Aniket Anand",male,1
"Deshpande, Aditya",M,0.98
"Deshpande, Yash",male,0.97
"Desmaison, Alban",M,0.98
"Despard, Jessica",F,0.98
"Desrosiers, Christian",M,0.99
"Destercke, Sébastien",male,1
"Deturck, Filip",male,0.98
"Deursen, Arie Van",M,0.92
"Deussen, Oliver",male,0.99
"Deutsch, Susan",female,0.98
"Devanur, Nikhil R.",M,0.99
"Devito, Michael A.",M,0.99
"Devlic, Alisa",female,0.97
"Devlin, Jacob",male,0.99
"Devraj, Adithya M",male,0.97
"Dewitt, Anita",F,0.98
"Dey, Anind",M,1
"Dey, Anind K.",M,1
"Dey, Arindam",M,1
"Dey, Biswadip",male,1
"Dey, Palash",male,0.98
"Dey, Sanorita",F,1
"Dey, Tamal",M,0.95
"Deza, Arturo",M,0.99
"Dezfuli, Niloofar",F,0.98
"Dhar, Debarun",male,1
"Dhingra, Bhuwan",male,0.98
"Diakonikolas, Ilias",male,0.99
"Diamond, Mathew",male,0.99
"Diamos, Gregory",male,0.99
"Dian, Renwei",M,1
"Dias, Beatrice",F,0.98
"Diaz, Fernando",M,0.99
"Dibra, Endri",M,0.96
"Dick, Anthony",male,0.99
"Dick, Travis",male,0.99
"Dickerson, John P.",male,0.99
"Didyk, Piotr",M,1
"Diedrick, Kate",F,0.98
"Diego, Ferran",male,0.99
"Dieleman, Sander",male,0.98
"Dierk, Christine",F,0.99
"Dietze, Stefan",M,0.98
"Diggavi, Suhas",male,0.97
"Dikkala, Nishanth",male,0.99
"Dill, David L.",male,0.99
"Dille, Paul",M,0.99
"Dillenbourg, Pierre",M,0.99
"Diller, Martin",male,0.98
"Dillig, Isil",F,0.94
"Dillon, John Z.",M,0.99
"Dimakis, Alexandros",male,0.99
"Dimakis, Alexandros G.",male,0.99
"Dimara, Evanthia",F,1
"Dimitrakakis, Christos",male,0.99
"Dimitrov, Dimitar",M,0.99
"Ding, David",male,0.99
"Ding, Valerie",F,0.98
"Ding, Wentao",M,0.94
"Ding, Xinghao",M,1
"Ding, Zhengming",male,1
"Dinh, Jackson",M,0.97
"Dinh, Laurent",male,0.99
"Dinh, Quoc Tran",male,0.99
"Dinitz, Michael",M,0.99
"Dinu, Georgiana",F,0.98
"Disser, Yann",M,0.98
"Dittrich, Yvonne",F,0.98
"Diverdi, Stephen",M,0.99
"Dixon, Henry",M,0.98
"Djolonga, Josip",male,0.99
"Djuric, Nemanja",M,1
"Dmitriev, Pavel",M,0.98
"Do, Ellen Yi-Luen",F,0.98
"Dobbe, Roel",male,0.99
"Dodaro, Carmine",male,0.98
"Dogan, Urun",female,1
"Dohan, David",M,0.99
"Doherty, Gavin",M,0.99
"Doherty, Kevin",M,0.99
"Doherty, Patrick",male,0.99
"Dolan, Stephen",M,0.99
"Dolby, Julian",M,0.98
"Dollar, Piotr",M,1
"Dolz, Jose",M,0.98
"Domahidi, Alexander",male,0.99
"Dombrowski, Lynn",F,0.93
"Dombrowski, Maureen Psaila",F,0.97
"Domingue, John",M,0.99
"Domke, Justin",male,0.98
"Dommaraju, Sandeep",M,0.98
"Dommeti, Vinay Chandra",M,0.99
"Donahue, Jeff",M,0.99
"Donaldson, Alastair F.",M,0.99
"Donetti, Gianmarco",M,0.99
"Dong, Jianfeng",male,0.94
"Dong, Jinsong",M,0.91
"Dong, Mingda",M,1
"Donti, Priya",female,0.95
"Doom, Travis",M,0.99
"Doretto, Gianfranco",male,0.99
"Dorfman, Nimrod",male,0.98
