name,gs_email,interest,topic
"Ananthanarayanan, Ganesh",@microsoft.com,systems & networking,Network
"Andelfinger, Philipp",@kit.edu,parallel and distributed simulation,Concurrency
"Andersen, David G.",@cs.cmu.edu,distributed systems,Concurrency
"Andersen, David G.",@cs.cmu.edu,networking,Network
"Andersen, David G.",@cs.cmu.edu,operating systems,OS
"Andersen, David G.",@cs.cmu.edu,energy efficiency,Energy
"Anderson, Michael R.",@dtu.dk,machine learning,Data
"Anderson, Michael R.",@dtu.dk,probabilistic modeling,
"Anderson, Michael R.",@dtu.dk,signal processing,
"Anderson, Thomas",@cs.washington.edu,distributed systems,Concurrency
"Anderson, Thomas",@cs.washington.edu,networking,Network
"Anderson, Thomas",@cs.washington.edu,operating systems,OS
"Ando, Shin",@rs.tus.ac.jp,data mining,Data
"Ando, Shin",@rs.tus.ac.jp,machine learning,Data
"Ando, Shin",@rs.tus.ac.jp,artificial intelligence,
"Andonov, Rumen",@irisa.fr,combinatorial optimization,HPC
"Andonov, Rumen",@irisa.fr,bioinformatics,HPC
"Andriesse, Dennis",@few.vu.nl,systems security,Security
"Andriesse, Dennis",@few.vu.nl,network security,Security
"Andriesse, Dennis",@few.vu.nl,malware,Security
"Andriesse, Dennis",@few.vu.nl,reverse engineering,
"Andriesse, Dennis",@few.vu.nl,code (de)obfuscation,Security
"Andriotis, Panagiotis",@uwe.ac.uk,computer forensics,Security
"Andriotis, Panagiotis",@uwe.ac.uk,mobile forensics,
"Andriotis, Panagiotis",@uwe.ac.uk,security,Security
"Andritsos, Periklis",@utoronto.ca,big data,Data
"Andritsos, Periklis",@utoronto.ca,clustering,Data
"Andritsos, Periklis",@utoronto.ca,information extraction,
"Andritsos, Periklis",@utoronto.ca,schema/structure discovery,DB
"Andrus, Jeremy",@cs.columbia.edu,operating systems,OS
"Andrus, Jeremy",@cs.columbia.edu,virtualization,VM
"Andrus, Jeremy",@cs.columbia.edu,mobile computing,
"Andrus, Jeremy",@cs.columbia.edu,image sensors,
"Andrus, Jeremy",@cs.columbia.edu,image processing,
"Andrzejak, Artur",@informatik.uni-heidelberg.de,distributed systems,Concurrency
"Andrzejak, Artur",@informatik.uni-heidelberg.de,dependability,Security
"Andrzejak, Artur",@informatik.uni-heidelberg.de,software engineering,
"Anghel, Andreea",@zurich.ibm.com,large-scale system modeling,Benchmark
"Anghel, Andreea",@zurich.ibm.com,performance evaluation,Benchmark
"Anghel, Andreea",@zurich.ibm.com,data analytics,Data
"Anirudh, Rushil",@llnl.gov,computer vision,
"Anirudh, Rushil",@llnl.gov,machine learning,Data
"Anirudh, Rushil",@llnl.gov,high dimensional data analysis,Data
"Annavaram, Murali",@usc.edu,computer systems,
"Ansari, Amin",@qti.qualcomm.com,computer architecture,Architecture
"Ansari, Amin",@qti.qualcomm.com,compression,
"Ansari, Amin",@qti.qualcomm.com,deep learning,Data
"Anta, Antonio Fernandez",@imdea.org,networking,Network
"Anta, Antonio Fernandez",@imdea.org,distributed systems,Concurrency
"Anta, Antonio Fernandez",@imdea.org,algorithms,
"Anta, Antonio Fernandez",@imdea.org,energy efficiency,Energy
"Anta, Antonio Fernandez",@imdea.org,big data,Data
"Antao, Samuel",@sips.inesc-id.pt,hardware digital design,Architecture
"Antao, Samuel",@sips.inesc-id.pt,computer science,
"Antichi, Gianni",@cl.cam.ac.uk,networking,Network
"Antonakakis, Manos",@gatech.edu,computer and network security,Security
"Antonie, Luiza",@uoguelph.ca,data mining,Data
"Antonie, Luiza",@uoguelph.ca,machine learning,Data
"Antoniu, Gabriel",@inria.fr,distributed storage systems,Storage
"Antoniu, Gabriel",@inria.fr,big data,Data
"Antoniu, Gabriel",@inria.fr,cloud computing,Cloud
"Antoniu, Gabriel",@inria.fr,data management,DB
"Antoniu, Gabriel",@inria.fr,high-performance computing,HPC
"Antova, Lyublena",@datometry.com,databases,DB
"Antova, Lyublena",@datometry.com,query processing,
"Antova, Lyublena",@datometry.com,query optimization,
"Anzt, Hartwig",@icl.utk.edu,high-performance computing,HPC
"Anzt, Hartwig",@icl.utk.edu,numerical linear algebra,HPC
"Apon, Amy",@clemson.edu,data intensive computing,Data
"Apon, Amy",@clemson.edu,distributed systems,Concurrency
"Apon, Amy",@clemson.edu,performance evaluation,Benchmark
"Apon, Amy",@clemson.edu,computer systems,
"Apon, Amy",@clemson.edu,higher education,
"Appice, Annalisa",@di.uniba.it,knowledge discovery and data mining,Data
"Appuswamy, Raja",@epfl.ch,storage systems,Storage
"Appuswamy, Raja",@epfl.ch,operating systems,OS
"Appuswamy, Raja",@epfl.ch,distributed systems,Concurrency
"Appuswamy, Raja",@epfl.ch,reliable systems,
"Appuswamy, Raja",@epfl.ch,database systems,DB
"Apra, Edoardo",@pnnl.gov,chemistry,
"Apte, Varsha",@cse.iitb.ac.in,performance evaluation,Benchmark
"Apte, Varsha",@cse.iitb.ac.in,cloud computing,Cloud
"Aqil, Azeem",@cs.ucr.edu,security,Security
"Aqil, Azeem",@cs.ucr.edu,data mining,Data
"Aqil, Azeem",@cs.ucr.edu,machine learning,Data
"Aqil, Azeem",@cs.ucr.edu,networking,Network
"Aqil, Azeem",@cs.ucr.edu,distributed systems,Concurrency
"Arab, Bahareh Sadat",@hawk.iit.edu,databases,DB
"Arab, Bahareh Sadat",@hawk.iit.edu,data provenance,DB
"Arab, Bahareh Sadat",@hawk.iit.edu,data integration,DB
"Arab, Bahareh Sadat",@hawk.iit.edu,big data,Data
"Arab, Bahareh Sadat",@hawk.iit.edu,soa,
"Arabnejad, Hamid",@fe.up.pt,grid and cloud computing,Cloud
"Arabnejad, Hamid",@fe.up.pt,distributed systems,Concurrency
"Arabnejad, Hamid",@fe.up.pt,parallel computing,Concurrency
"Arabnejad, Hamid",@fe.up.pt,distributed systems,Concurrency
"Aracil, Javier",@etsi.us.es,control no lineal,
"Aracil, Javier",@etsi.us.es,fundamentos de la ingenieria,
"Arafa, Pansy",@uwaterloo.ca,instrumentation,Benchmark
"Arafa, Pansy",@uwaterloo.ca,tracing,
"Arafa, Pansy",@uwaterloo.ca,profiling,
"Arafa, Pansy",@uwaterloo.ca,testing,
"Arafa, Pansy",@uwaterloo.ca,debugging,Compilers
"Arampatzis, Avi",@ee.duth.gr,information retrieval,DB
"Arampatzis, Avi",@ee.duth.gr,databases,DB
"Arapakis, Ioannis",@telefonica.com,data mining,Data
"Arapakis, Ioannis",@telefonica.com,user behaviour modelling,
"Arapakis, Ioannis",@telefonica.com,information retrieval,DB
"Araujo, Guido",@ic.unicamp.br,parallel computing,Concurrency
"Araujo, Miguel Ramos De",@feedzai.com,graph mining,
"Araujo, Miguel Ramos De",@feedzai.com,algorithms and data structures,
"Araujo, Miguel Ramos De",@feedzai.com,graph algorithms,HPC
"Arbenz, Peter",@inf.ethz.ch,numerical linear algebra,HPC
"Arbenz, Peter",@inf.ethz.ch,high-performance computing,HPC
"Arbenz, Peter",@inf.ethz.ch,parallel and distributed systems,Concurrency
"Arbenz, Peter",@inf.ethz.ch,computational science & engineering,HPC
"Arcaute, Esteban",@walmartlabs.com,game theory,
"Arcaute, Esteban",@walmartlabs.com,operations research,
"Arcaute, Esteban",@walmartlabs.com,algorithmic game theory,
"Ardagna, Danilo",@polimi.it,big data infrastructures,Data
"Ardagna, Danilo",@polimi.it,cloud computing,Cloud
"Ardagna, Danilo",@polimi.it,resource management,OS
"Ardagna, Danilo",@polimi.it,optimization,
"Ardagna, Danilo",@polimi.it,game theory,
"Ardalani, Newsha",@cs.wisc.edu,computer architecture,Architecture
"Ardalani, Newsha",@cs.wisc.edu,machine learning,Data
"Ardalani, Newsha",@cs.wisc.edu,compilers,Compilers
"Ardekani, Masoud Saeida",@masoud.io,distributed systems,Concurrency
"Ardekani, Masoud Saeida",@masoud.io,distributed systems,Concurrency
"Arden, Owen",@ucsc.edu,security,Security
"Arden, Owen",@ucsc.edu,programming languages,Compilers
"Arden, Owen",@ucsc.edu,distributed systems,Concurrency
"Aref, Walid",@cs.purdue.edu,database systems,DB
"Aref, Walid",@cs.purdue.edu,spatial databases,DB
"Aref, Walid",@cs.purdue.edu,data management,DB
"Arguello, Jaime",@email.unc.edu,information retrieval,DB
"Argyraki, Katerina",@epfl.ch,network systems,Network
"Ariola, Zena M.",@cs.uoregon.edu,programming languages,Compilers
"Arjomand, Mohammad",@gatech.edu,computer architecture,Architecture
"Arjomand, Mohammad",@gatech.edu,memory systems,Architecture
"Arjomand, Mohammad",@gatech.edu,ssd,Storage
"Arlitt, Martin",@microfocus.com,workload characterization,Benchmark
"Arlitt, Martin",@microfocus.com,performance evaluation,Benchmark
"Arlitt, Martin",@microfocus.com,network characterization,Benchmark
"Armbrust, Michael",@cs.berkeley.edu,databases,DB
"Armbrust, Michael",@cs.berkeley.edu,distributed systems,Concurrency
"Arnau, Jose Maria",@ac.upc.edu,computer architecture,Architecture
"Arnold, Dorian",@cs.unm.edu,high-performance computing,HPC
"Arnold, Dorian",@cs.unm.edu,distributed systems,Concurrency
"Arnold, Dorian",@cs.unm.edu,fault-tolerance,Security
"Arnold, Dorian",@cs.unm.edu,middleware,OS
"Arnold, Dorian",@cs.unm.edu,hpc tools,HPC
"Aroca, Jordi Arjona",@it.uc3m.es,energy efficiency,Energy
"Aroca, Jordi Arjona",@it.uc3m.es,data centers,Cloud
"Aroca, Jordi Arjona",@it.uc3m.es,networking,Network
"Aroca, Jordi Arjona",@it.uc3m.es,algorithms,
"Arora, Aashray",@cs.stonybrook.edu,file systems,Storage
"Arora, Aashray",@cs.stonybrook.edu,distributed systems,Concurrency
"Arora, Aashray",@cs.stonybrook.edu,storage systems,Storage
"Arora, Aashray",@cs.stonybrook.edu,operating systems,OS
"Arora, Aashray",@cs.stonybrook.edu,cloud computing,Cloud
"Arora, Akhil",@xerox.com,data mining,Data
"Arora, Akhil",@xerox.com,databases: indexing and information retrieval,DB
"Arora, Akhil",@xerox.com,machine learning,Data
"Arora, Akhil",@xerox.com,image processing,
"Arora, Vaibhav",@cs.ucsb.edu,databases,DB
"Arora, Vaibhav",@cs.ucsb.edu,distributed systems,Concurrency
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,operating systems,OS
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,file systems,Storage
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,storage systems,Storage
"Arpaci-Dusseau, Remzi",@cs.wisc.edu,operating systems,OS
"Arshad, Sajjad",@ccs.neu.edu,web/browser security,Security
"Arshad, Sajjad",@ccs.neu.edu,systems security,Security
"Arshad, Sajjad",@ccs.neu.edu,botnet and malware detection,Security
"Arslan, Engin",@illinois.edu,data intensive distributed computing,Concurrency
"Arslan, Engin",@illinois.edu,distributed systems,Concurrency
"Arteaga, Jaime",@udel.edu,software engineering,
"Arteaga, Jaime",@udel.edu,parallel programming,Concurrency
"Arteaga, Jaime",@udel.edu,high-performance computing,HPC
"Arteca, Ellen",@uwaterloo.ca,programming languages,Compilers
"Arulraj, Joy",@cs.cmu.edu,databases,DB
"Arulraj, Joy",@cs.cmu.edu,database systems,DB
"Arulraj, Joy",@cs.cmu.edu,data management,DB
"Arulraj, Leo",@cs.wisc.edu,operating systems,OS
"Arulraj, Leo",@cs.wisc.edu,distributed systems,Concurrency
"Arunkumar, Akhil",@asu.edu,computer architecture,Architecture
"Arunkumar, Akhil",@asu.edu,cache architectures,Architecture
"Arunkumar, Akhil",@asu.edu,memory system design,Storage
Arvind,@mit.edu,computer architecture,Architecture
"Asadi, Hossein",@sharif.edu,storage systems,Storage
"Asadi, Hossein",@sharif.edu,solid-state drives,
"Asadi, Hossein",@sharif.edu,operating systems,OS
"Asadi, Hossein",@sharif.edu,reconfigurable computing,
"Asadi, Hossein",@sharif.edu,dependable computing,
"Asanoviç, Krste",@eecs.berkeley.edu,computer architecture,Architecture
"Asanoviç, Krste",@eecs.berkeley.edu,vlsi design,Architecture
"Asanoviç, Krste",@eecs.berkeley.edu,parallel programming,Concurrency
"Asenjo, Rafael",@uma.es,parallel programming,Concurrency
"Asenjo, Rafael",@uma.es,computer architecture,Architecture
"Asgari, Bahar",@gatech.edu,computer architecture,Architecture
"Asgari, Bahar",@gatech.edu,memory systems,Architecture
"Ashraf, Imran",@tudelft.nl,compilation and simulation for quantum computing,Compilers
"Ashraf, Imran",@tudelft.nl,advanced profiling,
"Ashraf, Imran",@tudelft.nl,workload characterization,Benchmark
"Ashraf, Imran",@tudelft.nl,hw/sw codesign,Architecture
"Ashraf, Imran",@tudelft.nl,mu,
"Askarov, Aslan",@cs.au.dk,programming languages,Compilers
"Askarov, Aslan",@cs.au.dk,security,Security
"Aslam, Javed",@ccs.neu.edu,information retrieval,DB
"Aslam, Javed",@ccs.neu.edu,machine learning,Data
"Asokan, N.",@aalto.fi,information security,Security
"Asokan, N.",@aalto.fi,trusted computing,Security
"Asokan, N.",@aalto.fi,security,Security
"Asokan, N.",@aalto.fi,privacy,Security
"Asokan, N.",@aalto.fi,pervasive computing,
"Aspnes, James",@cs.yale.edu,distributed systems,Concurrency
"Assadi, Sepehr",@seas.upenn.edu,theoretical computer science,
"Assasa, Hany",@imdea.org,wireless networks,Network
"Assasa, Hany",@imdea.org,next generation networks architecture,Architecture
"Assasa, Hany",@imdea.org,software defined radio and networking,Network
"Assasa, Hany",@imdea.org,wireless phy & mac layers,Network
"Assent, Ira",@cs.au.dk,databases,DB
"Assent, Ira",@cs.au.dk,data mining,Data
"Assent, Ira",@cs.au.dk,query processing,
"Assouline, Jonathan",@algolux.com,computer vision,
"Assouline, Jonathan",@algolux.com,computational imaging,
"Assouline, Jonathan",@algolux.com,rfid,
"Assouline, Jonathan",@algolux.com,logistic,
"Assouline, Jonathan",@algolux.com,medical,
"Assuncao, Renato",@dcc.ufmg.br,machine learning,Data
"Assuncao, Renato",@dcc.ufmg.br,spatial statistics,
"Assuncao, Renato",@dcc.ufmg.br,bayesian statistics,
"Asudeh, Abolfazl",@mavs.uta.edu,database,DB
"Asudeh, Abolfazl",@mavs.uta.edu,data mining,Data
"Asudeh, Abolfazl",@mavs.uta.edu,algorithms,
"Ataei, Parisa",@oregonstate.edu,databases,DB
"Ataei, Parisa",@oregonstate.edu,programming languages,Compilers
"Ataei, Parisa",@oregonstate.edu,machine learning,Data
"Atasu, Kubilay",@zurich.ibm.com,computer architecture,Architecture
"Atasu, Kubilay",@zurich.ibm.com,fpgas,GPGPU
"Atasu, Kubilay",@zurich.ibm.com,gpgpu,GPGPU
"Atasu, Kubilay",@zurich.ibm.com,algorithms,
"Atasu, Kubilay",@zurich.ibm.com,parallel computing,Concurrency
"Ateniese, Giuseppe",@stevens.edu,cloud security,Security
"Ateniese, Giuseppe",@stevens.edu,cybersecurity,Security
"Ateniese, Giuseppe",@stevens.edu,applied cryptography,Security
"Ates, Emre",@bu.edu,computer engineering,Architecture
"Athanasopoulos, Elias",@cs.ucy.ac.cy,security,Security
"Athanassoulis, Manos",@seas.harvard.edu,database management systems,DB
"Athanassoulis, Manos",@seas.harvard.edu,query processing,
"Athanassoulis, Manos",@seas.harvard.edu,storage systems,Storage
"Athanassoulis, Manos",@seas.harvard.edu,data management,DB
"Atig, Mohamed Faouzi",@it.uu.se,computer science,
"Attiya, Hagit",@cs.technion.ac.il,distributed systems,Concurrency
"Attiya, Hagit",@cs.technion.ac.il,concurrency,Concurrency
"Attiya, Hagit",@cs.technion.ac.il,algorithms,
"Atya, Ahmed O. F.",@cs.ucr.edu,networking,Network
"Atya, Ahmed O. F.",@cs.ucr.edu,security and systems.,Security
"Atzmueller, Martin",@uvt.nl,data science,Data
"Atzmueller, Martin",@uvt.nl,data mining,Data
"Atzmueller, Martin",@uvt.nl,big data,Data
"Atzmueller, Martin",@uvt.nl,wearable sensors,
"Atzmueller, Martin",@uvt.nl,network science,Network
"Auerbach, Joshua",@champlain.edu,artificial intelligence,
"Auerbach, Joshua",@champlain.edu,evolutionary computation,
"Auerbach, Joshua",@champlain.edu,evolutionary robotics,
"Auerbach, Joshua",@champlain.edu,machine learning,Data
"Auerbach, Joshua",@champlain.edu,software engineering,
"Auguilera, Marcos K.",@vmware.com,distributed systems,Concurrency
"Auguilera, Marcos K.",@vmware.com,distributed systems,Concurrency
"August, David I.",@princeton.edu,compilers and computer architecture,Architecture
"Augusto, Adriano",@ut.ee,process mining,
"Augusto, Adriano",@ut.ee,business process management,
"Augusto, Adriano",@ut.ee,business process modelling,
"Augusto, Adriano",@ut.ee,bpmn,
"Augusto, Adriano",@ut.ee,system modelling,
"Aupy, Guillaume",@inria.fr,scheduling,OS
"Aupy, Guillaume",@inria.fr,parallel algorithms,Concurrency
"Aupy, Guillaume",@inria.fr,i/o,Storage
"Aupy, Guillaume",@inria.fr,fault-tolerance,Security
"Aupy, Guillaume",@inria.fr,high-performance computing,HPC
"Aura, Tuomas",@aalto.fi,information security and privacy,Security
"Ausavarungnirun, Rachata",@cmu.edu,computer architecture,Architecture
"Austin, Todd",@umich.edu,computer architecture,Architecture
"Aved, Alexander",@knights.ucf.edu,video surveillance,
"Aved, Alexander",@knights.ucf.edu,live video databases,
"Aved, Alexander",@knights.ucf.edu,rfid,
"Aved, Alexander",@knights.ucf.edu,query processing,
"Avin, Chen",@cse.bgu.ac.il,networking,Network
"Avin, Chen",@cse.bgu.ac.il,distributed systems,Concurrency
"Avin, Chen",@cse.bgu.ac.il,communication systems,Network
"Avin, Chen",@cse.bgu.ac.il,social networks,
"Aviv, Adam J.",@usna.edu,security,Security
"Aviv, Adam J.",@usna.edu,smartphone security,Security
"Aviv, Adam J.",@usna.edu,usable security,Security
"Aviv, Adam J.",@usna.edu,applied cryptography,Security
"Avrachenkov, Konstantin",@sophia.inria.fr,applied probability,
"Avrachenkov, Konstantin",@sophia.inria.fr,markov chains,
"Avrachenkov, Konstantin",@sophia.inria.fr,machine learning,Data
"Avrachenkov, Konstantin",@sophia.inria.fr,telecom applications,
"Avrachenkov, Konstantin",@sophia.inria.fr,complex networks,Network
"Avritzer, Alberto",@sonatype.com,software rejuvenation,
"Avritzer, Alberto",@sonatype.com,capacity planning,Cloud
"Avritzer, Alberto",@sonatype.com,automated performance testing,Benchmark
"Avritzer, Alberto",@sonatype.com,software engineering,
"Avritzer, Alberto",@sonatype.com,survivability,
"Awad, Amro",@sandia.gov,computer architecture,Architecture
"Awad, Amro",@sandia.gov,hardware security,Security
"Awadallah, Ahmed Hassan",@microsoft.com,natural language processing,Data
"Awadallah, Ahmed Hassan",@microsoft.com,information retrieval,DB
"Awadallah, Ahmed Hassan",@microsoft.com,social network analysis,
"Awan, Ammar Ahmad",@osu.edu,parallel computing,Concurrency
"Awan, Ammar Ahmad",@osu.edu,high-performance computing,HPC
"Awan, Ammar Ahmad",@osu.edu,parallel i/o,Concurrency
"Awan, Ammar Ahmad",@osu.edu,cloud computing,Cloud
"Ayday, Erman",@cs.bilkent.edu.tr,privacy,Security
"Ayday, Erman",@cs.bilkent.edu.tr,data security,Security
"Ayday, Erman",@cs.bilkent.edu.tr,applied cryptography,Security
"Ayday, Erman",@cs.bilkent.edu.tr,trust and reputation management,Security
"Aydin, Hakan",@cs.gmu.edu,real-time systems,OS
"Aydin, Hakan",@cs.gmu.edu,low-power computing,Energy
"Aydin, Hakan",@cs.gmu.edu,fault tolerance,Security
"Aydin, Hakan",@cs.gmu.edu,wireless sensor networks,Network
"Ayesta, Urtzi",@laas.fr,resource allocation,OS
"Ayesta, Urtzi",@laas.fr,stochastic networks,
"Ayesta, Urtzi",@laas.fr,queueing games,
"Ayguade, Eduard",@ac.upc.edu,high-performance computing,HPC
"Ayguade, Eduard",@ac.upc.edu,programming models,Compilers
"Ayguade, Eduard",@ac.upc.edu,computer architecture,Architecture
"Aykanat, Cevdet",@cs.bilkent.edu.tr,parallel computing,Concurrency
"Aykanat, Cevdet",@cs.bilkent.edu.tr,scientific computing,HPC
"Ayodele, Anthony",@faculty.umuc.edu,cloud computing,Cloud
